AccountID,CustomerID,ProductID,BranchID,OpenDateKey,Balance,Status,InterestRate
535,204,6,105,20241214,-1366460.67,Active,10.66
536,459,3,105,20240208,1408868.11,Active,4.17
537,218,4,105,20230105,-1170974.84,Dormant,10.05
538,1546,3,101,20241119,897988.92,Dormant,3.18
539,1102,4,101,20241017,-3932508.86,Active,14.67
540,578,10,107,20230927,18436190.75,Dormant,0.0
541,605,2,102,20230412,667163.19,Active,4.95
542,1771,3,105,20230223,1097718.98,Active,3.52
543,162,4,102,20231203,-2650569.94,Active,12.3
544,1292,9,102,20230902,-5669137.92,Dormant,10.86
545,888,2,109,20230818,476973.27,Active,6.79
546,1798,1,101,20241129,369624.68,Dormant,5.64
547,451,4,105,20231203,-3787417.5,Active,12.13
548,1018,5,103,20231130,-1628655.1,Closed,15.07
549,1756,4,101,20240530,-3502834.31,Active,12.18
550,1455,3,101,20240504,627820.86,Active,4.18
551,1196,4,106,20230411,-3899652.85,Active,13.43
552,615,4,105,20230805,-5360407.62,Active,12.18
553,1225,6,109,20240315,-3873624.47,Active,9.22
554,1805,5,107,20240726,-7756429.04,Active,10.94
555,238,3,108,20230312,1434516.98,Active,5.97
556,816,3,108,20240506,1260341.12,Active,6.89
557,1408,4,101,20240901,-2362895.38,Dormant,12.31
558,1604,7,101,20240207,-168677.19,Active,29.82
559,843,7,108,20230724,-127559.78,Active,28.69
560,995,4,106,20240320,-5108316.23,Active,8.84
561,454,10,103,20240308,13632320.9,Active,0.0
562,1983,10,110,20241117,8577262.32,Active,0.0
563,1480,1,107,20231115,136288.81,Dormant,6.17
564,1571,9,102,20230510,-5256706.08,Active,12.39
565,407,3,109,20230413,593893.91,Active,6.23
566,331,6,106,20241119,-3336492.47,Active,12.65
567,28,1,101,20230902,1132927.6,Active,5.37
568,1621,8,101,20240304,-1297716.78,Active,10.76
569,1582,4,101,20231124,-2216043.06,Active,9.43
570,1343,7,103,20240815,-245488.77,Dormant,39.78
571,157,2,109,20241005,1083447.19,Active,6.43
572,31,9,110,20241028,-7355847.79,Active,9.22
573,802,4,110,20230712,-6881459.32,Active,14.39
574,1523,1,105,20240617,411800.56,Active,3.91
575,1344,10,108,20230714,9726227.76,Active,0.0
576,833,9,105,20230407,-3892628.68,Active,15.31
577,501,7,101,20240824,-297946.19,Closed,37.1
578,1563,9,102,20230911,-3645549.31,Active,12.83
579,1580,4,108,20230803,-2990081.93,Active,12.72
580,681,3,102,20231221,143988.16,Dormant,3.76
581,1004,10,104,20240901,2555275.05,Dormant,0.0
582,1072,10,104,20230821,1943857.48,Active,0.0
583,1517,6,103,20240723,-340252.19,Active,13.67
584,1785,1,105,20230403,1035905.61,Active,6.4
585,1118,8,106,20240908,-7677828.51,Active,10.27
586,990,9,109,20230414,-6876290.64,Active,15.95
587,216,7,102,20240908,-112705.82,Active,37.62
588,1533,2,103,20230926,296854.05,Active,6.91
589,1814,7,108,20240829,-51216.63,Active,38.46
590,1534,9,107,20240602,-3225274.98,Active,10.73
591,603,5,109,20230114,-2612969.83,Active,15.17
592,340,3,105,20240620,785353.61,Active,3.92
593,1464,6,109,20230216,-4855916.37,Active,12.04
594,677,3,103,20231019,787043.3,Active,6.73
595,853,3,103,20241106,706269.66,Active,7.47
596,1437,4,104,20241017,-5567659.12,Active,12.53
597,126,10,108,20231027,15064134.29,Active,0.0
598,1810,4,106,20241124,-5049132.94,Active,15.46
599,1681,7,110,20231202,-218796.93,Active,30.61
600,1914,5,109,20230604,-4351085.1,Active,13.45
601,313,2,104,20230410,420698.31,Active,4.18
602,1633,9,110,20240910,-5176399.52,Active,11.37
603,1748,10,110,20231210,7292318.86,Dormant,0.0
604,1370,8,104,20230510,-1386390.14,Closed,14.38
605,188,10,103,20230429,4011666.63,Active,0.0
606,160,1,103,20240213,768046.19,Active,4.98
607,670,5,109,20230828,-6092059.04,Active,10.31
608,1585,7,108,20240610,-106497.49,Active,39.1
609,161,10,104,20240728,23906323.02,Dormant,0.0
610,1457,3,107,20230104,841168.31,Active,5.21
611,1404,2,109,20230306,1349743.44,Active,5.93
612,1774,6,108,20240115,-6177421.03,Active,11.09
613,1264,9,104,20241121,-3090536.45,Active,9.84
614,22,4,108,20240819,-2919881.45,Active,9.96
615,673,2,106,20230514,1373794.84,Active,5.26
616,560,1,105,20240517,962869.42,Closed,4.79
617,1443,5,105,20240607,-5020899.77,Dormant,15.78
618,1768,8,110,20230625,-5076308.66,Active,12.18
619,1792,9,102,20230410,-353639.07,Dormant,8.72
620,314,3,103,20231103,125154.11,Active,6.75
621,909,1,106,20231012,147115.72,Closed,5.45
622,398,10,101,20241112,8650292.2,Dormant,0.0
623,1839,3,110,20241105,1083481.17,Active,4.65
624,1361,7,107,20240803,-251315.0,Active,36.05
625,1690,9,103,20230930,-5845208.68,Active,9.13
626,565,10,104,20231218,17373559.3,Active,0.0
627,1725,1,105,20230213,411370.95,Active,4.58
628,1164,2,110,20230914,1395479.0,Dormant,3.4
629,374,2,103,20240215,476934.43,Active,5.82
630,347,1,104,20240524,957280.48,Dormant,5.07
631,1932,4,105,20241123,-6706601.16,Dormant,13.32
632,392,3,105,20230308,80949.62,Active,6.18
633,288,10,106,20240224,10642577.94,Active,0.0
634,409,3,105,20241212,389771.78,Active,4.98
635,728,10,106,20240321,9047050.32,Active,0.0
636,1293,3,101,20240908,1424548.03,Active,5.63
637,1165,4,107,20241008,-2808026.17,Active,14.58
638,425,6,109,20230321,-4435309.09,Active,14.07
639,1052,4,105,20240818,-1785126.61,Dormant,10.46
640,1059,3,108,20230304,210583.11,Active,5.64
641,774,10,101,20230516,8398115.15,Active,0.0
642,1846,1,103,20230301,632690.24,Active,4.51
643,206,3,106,20241004,460107.17,Active,5.1
644,45,8,110,20240627,-3678743.12,Active,12.82
645,818,8,104,20230616,-2057969.42,Active,11.3
646,1390,7,105,20240819,-12038.69,Active,40.72
647,1915,9,102,20240802,-3396838.58,Closed,14.31
648,821,10,101,20230208,4518636.17,Active,0.0
649,1223,9,104,20240220,-7614376.36,Active,12.76
650,1359,6,101,20230526,-7764084.77,Active,10.82
651,1642,6,108,20230124,-3198151.24,Active,11.95
652,411,3,105,20230221,461982.6,Dormant,3.83
653,895,2,104,20231111,232052.77,Active,5.5
654,11,8,103,20230818,-2790459.31,Active,12.03
655,1432,4,108,20230111,-5364072.96,Active,14.74
656,1563,2,107,20241129,193625.09,Active,6.43
657,1584,6,105,20230707,-6567339.06,Active,13.98
658,807,9,102,20240526,-2807594.12,Closed,13.52
659,56,4,110,20241222,-1466372.26,Active,10.26
660,1027,1,110,20230305,899156.12,Active,4.79
661,472,3,108,20240104,282767.85,Active,3.95
662,696,7,103,20240727,-127713.4,Active,29.13
663,1682,8,101,20240215,-2125105.01,Active,15.66
664,816,9,102,20230827,-3746135.48,Active,9.12
665,208,7,101,20230802,-48265.13,Active,26.32
666,1406,8,101,20240814,-3914808.11,Active,15.7
667,1580,1,105,20230413,638046.82,Active,6.34
668,1653,8,109,20240219,-3013961.26,Active,12.05
669,1096,6,102,20231208,-6294683.05,Active,15.86
670,786,2,103,20240308,11428.14,Active,7.27
671,529,4,109,20240223,-6512039.12,Active,13.96
672,100,8,105,20240923,-366763.35,Active,15.01
673,103,10,106,20231028,6682006.71,Active,0.0
674,1678,1,109,20230406,401586.04,Active,4.32
675,915,6,105,20230707,-5106062.46,Active,12.97
676,75,9,107,20241129,-2026582.41,Active,9.13
677,1489,3,108,20240713,647219.72,Closed,4.24
678,1412,10,104,20231029,23009990.75,Dormant,0.0
679,1681,9,110,20240618,-3694435.57,Active,9.07
680,301,10,102,20241201,9856868.38,Active,0.0
681,1900,5,107,20240801,-3235879.72,Active,9.88
682,1478,2,107,20240111,1447774.92,Active,6.57
683,621,10,109,20230414,13709361.88,Active,0.0
684,101,6,110,20231213,-3809701.28,Active,14.21
685,1530,3,105,20240810,752843.06,Active,3.21
686,372,5,105,20240814,-90155.84,Active,10.05
687,1346,3,105,20230302,401312.87,Closed,5.7
688,652,2,104,20241020,338012.33,Active,6.19
689,1253,5,110,20240613,-6624451.06,Active,12.91
690,674,9,107,20230221,-3831042.95,Active,12.68
691,655,6,108,20230708,-1256640.08,Active,14.91
692,1091,3,107,20230203,384283.2,Dormant,3.15
693,1982,2,108,20230914,842427.28,Active,4.55
694,1085,6,105,20240214,-2369993.19,Active,10.87
695,61,3,110,20240321,877820.4,Active,5.81
696,851,1,105,20230611,835102.79,Active,5.21
697,1887,9,103,20230514,-3058509.31,Active,15.62
698,811,4,104,20231208,-7937440.7,Active,12.78
699,326,7,109,20230805,-122554.86,Active,37.52
700,1228,5,106,20241209,-6175472.39,Active,13.23
701,1407,6,109,20240726,-4308235.04,Dormant,11.44
702,1014,8,105,20240615,-6617800.57,Dormant,11.87
703,364,7,105,20231116,-1001.21,Active,38.94
704,1344,3,102,20240118,575646.78,Closed,5.94
705,841,4,101,20241005,-4970063.94,Active,9.54
706,165,10,110,20230626,18437625.87,Active,0.0
707,512,3,110,20240928,938617.19,Closed,6.08
708,47,10,107,20230421,14025405.31,Dormant,0.0
709,331,8,106,20240122,-5798327.86,Active,10.29
710,1460,4,106,20231024,-1104567.95,Active,8.99
711,1183,8,108,20230719,-1998123.42,Closed,13.02
712,1632,3,108,20240203,750822.19,Active,3.5
713,679,3,104,20230129,693856.14,Active,7.33
714,67,7,109,20231110,-298660.37,Active,39.52
715,855,5,109,20230522,-1011806.7,Active,14.32
716,1094,1,108,20240205,721730.54,Active,6.27
717,816,1,106,20241223,599744.73,Active,7.17
718,902,7,102,20241228,-31086.9,Active,39.25
719,1188,2,103,20241012,550330.29,Active,5.95
720,498,8,104,20241110,-2152836.25,Active,10.98
721,939,8,104,20240103,-6067995.59,Active,11.07
722,678,8,105,20240204,-4567437.96,Active,12.96
723,304,9,105,20241207,-256226.87,Active,15.1
724,1462,5,105,20230821,-7561095.69,Active,9.69
725,974,8,105,20230616,-1277808.24,Active,14.54
726,1245,5,107,20241103,-2095580.8,Dormant,10.21
727,1195,5,103,20240805,-4694666.45,Active,10.45
728,1527,9,107,20240405,-3841945.97,Closed,15.25
729,1319,3,110,20240912,1279063.1,Active,4.41
730,1773,8,103,20231024,-6972718.97,Active,12.12
731,778,1,102,20230411,514208.13,Active,4.39
732,570,10,102,20230204,16424918.22,Active,0.0
733,1870,1,109,20230901,1347303.87,Active,6.34
734,68,7,102,20231122,-285608.48,Active,33.13
735,1970,9,109,20231121,-6987294.13,Active,15.78
736,1161,9,104,20230721,-1995303.35,Active,14.48
737,1918,4,104,20230206,-5532617.73,Active,11.92
738,1248,5,109,20230920,-2255938.63,Active,14.07
739,1879,2,103,20240328,784313.99,Active,3.27
740,1200,10,108,20230915,11874646.67,Active,0.0
741,654,2,104,20230923,717970.27,Active,4.99
742,205,9,110,20231017,-1759201.85,Active,12.15
743,1192,7,102,20230531,-215994.44,Active,31.97
744,1207,10,108,20230514,24809823.33,Active,0.0
745,555,8,103,20240824,-2662683.22,Active,12.12
746,1322,5,105,20240309,-6944724.69,Active,10.37
747,1150,9,105,20240130,-5026077.69,Active,9.34
748,374,8,101,20230901,-2587700.01,Active,15.81
749,335,3,102,20240712,1140896.28,Active,6.03
750,1766,8,106,20230320,-5121169.65,Active,12.54
751,1595,2,104,20231227,320611.46,Active,5.26
752,1087,8,102,20240525,-5493733.24,Active,15.46
753,1377,3,106,20240617,235425.2,Active,6.45
754,1746,3,110,20240501,994223.52,Active,4.47
755,971,10,107,20240314,19603995.35,Dormant,0.0
756,967,5,106,20241011,-1202642.89,Active,11.0
757,1527,6,108,20230314,-2498734.23,Active,12.72
758,12,7,101,20230302,-290603.99,Active,30.37
759,1997,8,105,20230315,-204863.01,Active,13.78
760,1468,5,105,20240722,-6668786.3,Active,8.68
761,784,6,109,20241118,-4501779.48,Active,10.0
762,1031,8,105,20230311,-899334.88,Active,10.32
763,983,10,108,20241220,23825111.47,Active,0.0
764,799,8,104,20230114,-2277133.77,Active,13.05
765,208,1,106,20230828,414793.28,Dormant,4.66
766,228,8,103,20230804,-7052755.43,Closed,9.05
767,1501,7,103,20241118,-262185.18,Active,34.62
768,1151,2,108,20240512,368594.78,Active,5.58
769,534,9,109,20230209,-6547614.44,Active,13.67
770,1577,2,106,20240527,1435843.01,Active,4.63
771,1531,4,103,20230503,-2604073.7,Active,10.21
772,408,5,105,20230118,-4848754.29,Active,15.5
773,1316,7,107,20240607,-118892.39,Active,32.75
774,1083,1,109,20230928,560838.07,Closed,5.55
775,1966,9,106,20230620,-6331593.15,Active,12.19
776,1300,2,102,20240819,848394.9,Active,7.38
777,1090,3,109,20241111,1269602.71,Dormant,3.39
778,1250,4,102,20240525,-6148566.52,Active,11.73
779,925,3,106,20230302,110465.65,Active,5.92
780,1081,7,101,20230510,-120439.82,Active,29.29
781,799,1,101,20230101,338619.67,Active,4.92
782,457,10,106,20230302,13542924.74,Active,0.0
783,1683,10,106,20230409,22384466.62,Active,0.0
784,387,3,104,20231116,463414.02,Active,3.45
785,1935,1,103,20230818,810574.3,Active,7.3
786,646,4,104,20240802,-1653526.35,Closed,9.72
787,478,4,106,20240218,-267006.7,Closed,15.08
788,253,7,101,20240928,-133185.74,Active,37.39
789,780,1,108,20230213,658381.73,Active,3.89
790,1209,2,102,20230426,1453896.43,Active,5.28
791,1058,2,103,20231101,1135152.93,Active,3.54
792,1239,6,106,20240816,-3350266.55,Active,10.08
793,1039,6,108,20241101,-2079512.07,Active,9.34
794,15,7,107,20230227,-120092.5,Active,39.43
795,1937,5,102,20230323,-3501483.64,Active,14.86
796,1437,2,107,20230606,1314036.78,Closed,3.07
797,1495,6,101,20240609,-1168849.76,Active,10.37
798,263,9,103,20230514,-1164751.89,Active,12.02
799,1222,4,105,20241003,-3005047.11,Active,11.61
800,354,3,109,20241206,1447984.98,Active,6.34
801,372,6,102,20240422,-6303126.41,Active,8.72
802,827,6,105,20240516,-4994212.88,Active,8.71
803,59,8,101,20230709,-5892859.17,Active,9.58
804,1105,7,110,20240407,-216756.82,Active,27.06
805,715,4,102,20240326,-3388068.88,Closed,9.0
806,952,7,109,20230124,-132124.75,Active,39.42
807,2,5,108,20230726,-3782421.5,Active,15.27
808,1345,9,106,20241128,-7657397.57,Active,13.51
809,1010,10,104,20231226,3582907.93,Active,0.0
810,293,4,102,20240712,-5958322.64,Active,13.88
811,1260,2,104,20240529,340108.88,Active,3.83
812,674,8,110,20240908,-4183339.56,Dormant,12.83
813,1557,3,106,20231205,633609.41,Active,5.98
814,1915,1,107,20240207,948188.46,Closed,6.57
815,30,3,101,20241110,1253233.26,Active,4.07
816,24,10,108,20240601,12354199.08,Active,0.0
817,1674,10,107,20240306,11576550.79,Active,0.0
818,1118,8,102,20230925,-5972435.41,Active,13.42
819,691,6,103,20230121,-2079511.17,Active,14.55
820,1125,8,102,20230618,-5360700.85,Active,11.07
821,130,6,107,20240702,-5156226.91,Active,15.74
822,466,8,102,20230218,-1006208.07,Active,13.85
823,712,5,108,20230108,-3517504.66,Active,15.88
824,1776,9,103,20231014,-3210586.89,Closed,15.56
825,400,3,104,20241129,1164091.13,Active,3.89
826,1077,10,103,20240330,14290633.59,Active,0.0
827,1092,6,109,20241208,-1881867.18,Active,15.6
828,767,3,102,20240718,1020914.95,Dormant,5.86
829,464,3,109,20230109,1413345.79,Dormant,5.74
830,571,1,107,20240518,445448.15,Closed,7.05
831,1831,8,108,20240227,-2609274.2,Active,13.91
832,154,5,109,20230103,-5361555.36,Active,10.07
833,1217,2,101,20230912,1132999.18,Active,3.63
834,329,4,107,20241115,-6301187.15,Active,13.35
835,397,4,106,20241003,-610726.52,Active,15.73
836,1829,7,102,20231109,-217793.69,Active,34.55
837,422,8,103,20240105,-5394292.65,Active,14.2
838,241,9,105,20240525,-4217715.6,Active,14.29
839,476,8,105,20240709,-6586810.93,Active,12.56
840,315,2,106,20230217,1312977.98,Active,7.27
841,1717,5,102,20240201,-5033841.78,Active,11.69
842,1454,8,105,20240402,-1835835.65,Closed,9.27
843,1236,10,106,20241026,6411668.57,Active,0.0
844,1437,7,107,20241128,-16995.76,Active,25.89
845,1726,5,105,20241224,-5140110.12,Active,10.97
846,515,6,102,20230903,-152762.57,Active,13.85
847,1200,8,104,20240325,-4749121.29,Active,13.49
848,1600,8,109,20241013,-4872792.94,Active,12.74
849,1783,7,101,20241201,-180498.69,Active,34.63
850,1954,2,110,20230920,143275.43,Active,7.35
851,1189,10,107,20240708,20474446.73,Active,0.0
852,1326,8,108,20230627,-4608092.13,Closed,12.42
853,1666,7,101,20230930,-64811.86,Active,27.25
854,674,2,105,20240218,1381083.87,Active,6.61
855,1740,5,106,20230417,-6556029.04,Closed,11.08
856,510,5,108,20230921,-6280492.93,Active,10.93
857,1301,5,103,20230221,-1714579.1,Active,14.28
858,660,7,106,20230213,-234290.47,Active,27.1
859,183,6,106,20241204,-4950401.68,Dormant,14.05
860,467,6,105,20240220,-855320.43,Active,13.91
861,641,10,108,20240226,16167137.6,Active,0.0
862,1754,8,106,20240415,-2729159.92,Active,11.78
863,327,3,106,20231018,24875.07,Active,3.85
864,1037,9,105,20231109,-6066326.09,Active,12.54
865,1425,2,104,20241029,140952.15,Dormant,6.2
866,1359,7,105,20240824,-43729.63,Active,30.12
867,273,7,102,20230212,-253502.85,Dormant,37.25
868,1636,5,110,20240204,-4582348.92,Closed,9.12
869,907,1,104,20240607,822432.84,Active,6.0
870,1013,4,104,20231215,-2000546.32,Active,10.19
871,443,3,101,20230202,445892.91,Dormant,7.34
872,990,8,107,20240522,-4472762.66,Active,15.99
873,382,9,110,20230626,-3226953.84,Dormant,12.82
874,793,5,106,20231216,-6437237.38,Active,10.48
875,1844,4,106,20230714,-4345934.43,Active,9.08
876,659,4,109,20240511,-4652719.82,Dormant,9.22
877,1040,8,109,20240607,-2542204.01,Active,14.55
878,1475,6,109,20241129,-6577566.39,Active,10.18
879,1714,1,108,20240428,928590.11,Active,5.24
880,1953,3,101,20240221,840378.14,Active,5.52
881,712,8,103,20230730,-557025.83,Closed,11.16
882,566,10,105,20240229,23710102.61,Active,0.0
883,1006,7,103,20241204,-295861.98,Active,27.87
884,1103,5,106,20231001,-1898886.58,Active,14.49
885,834,3,109,20230614,1470287.65,Dormant,5.64
886,1989,10,101,20230103,17946785.99,Active,0.0
887,146,10,102,20231225,13479413.49,Active,0.0
888,510,10,103,20231003,20975615.61,Dormant,0.0
889,1493,2,106,20240911,134569.48,Active,7.26
890,1944,7,107,20230425,-114387.21,Dormant,32.54
891,375,2,105,20230828,533380.27,Dormant,6.18
892,1024,2,103,20230609,391497.85,Active,3.9
893,1326,2,106,20240407,678139.51,Active,3.42
894,1801,10,101,20240827,24559248.01,Active,0.0
895,346,1,109,20230223,19855.14,Active,4.47
896,1639,10,110,20230605,9683482.47,Active,0.0
897,1304,10,108,20231005,4953774.27,Active,0.0
898,1787,3,110,20230706,561878.29,Active,3.8
899,1733,3,109,20241018,224125.78,Active,6.69
900,80,9,102,20230515,-6467278.44,Active,10.84
901,715,3,110,20230319,778214.78,Active,7.05
902,1236,3,110,20240128,1380078.71,Dormant,7.22
903,1123,7,108,20230515,-283203.33,Active,36.04
904,505,6,103,20230214,-1953638.28,Active,14.63
905,828,1,106,20230517,88877.65,Active,7.42
906,1728,10,102,20241122,21270466.9,Active,0.0
907,1868,9,110,20240527,-4621940.0,Active,12.49
908,1119,4,105,20230420,-2596515.54,Active,11.86
909,1934,7,107,20240730,-130541.65,Active,25.48
910,214,6,109,20230813,-3898630.69,Active,11.42
911,1611,5,101,20240916,-4244023.53,Closed,8.81
912,629,10,110,20230220,13798282.27,Active,0.0
913,1095,1,101,20240622,1450185.53,Active,4.73
914,1102,1,107,20230124,1108071.59,Active,5.36
915,760,1,104,20230130,148877.45,Dormant,7.27
916,1460,6,102,20241015,-5726574.86,Active,12.21
917,1256,1,101,20231104,1383207.42,Active,3.93
918,1893,5,101,20240509,-7239946.6,Dormant,13.45
919,678,3,107,20230918,1240031.74,Dormant,4.67
920,92,3,103,20230105,898528.7,Active,5.8
921,1889,7,110,20240711,-213051.73,Active,40.24
922,1926,5,107,20240130,-5537735.99,Active,11.62
923,570,4,108,20241028,-2064732.59,Active,8.58
924,86,8,103,20240108,-5320556.09,Active,10.17
925,237,3,108,20230627,100683.97,Active,5.42
926,1516,5,107,20230421,-2314213.94,Dormant,10.65
927,536,2,102,20241021,592964.46,Active,6.99
928,178,9,108,20230306,-1646265.96,Active,12.39
929,981,2,102,20231014,343738.97,Active,6.75
930,1562,2,104,20230610,654487.0,Active,4.67
931,906,10,101,20230410,16740480.67,Closed,0.0
932,1574,4,106,20241108,-397875.28,Active,8.61
933,1761,5,103,20230725,-2833431.88,Active,10.0
934,802,7,103,20240510,-284046.39,Active,33.1
935,1285,4,106,20241130,-5281197.12,Dormant,11.79
936,143,4,110,20241105,-4252024.99,Active,12.68
937,1975,6,101,20231130,-935358.11,Active,8.99
938,36,10,103,20240704,18239944.38,Active,0.0
939,1847,2,104,20241228,9846.51,Active,3.02
940,794,10,102,20240211,21496573.81,Active,0.0
941,1118,2,101,20241217,973645.08,Dormant,7.1
942,1321,7,105,20231126,-205683.0,Dormant,30.96
943,487,8,110,20240917,-2037836.4,Active,15.85
944,982,3,108,20240920,805145.56,Active,4.62
945,1305,3,107,20230306,1498711.58,Active,6.97
946,43,7,105,20240309,-43195.13,Active,32.28
947,1109,4,107,20240309,-1043942.55,Active,13.2
948,832,7,107,20231106,-138174.46,Closed,32.14
949,950,6,106,20230503,-2641787.33,Active,11.49
950,422,4,104,20230203,-5715089.4,Closed,12.76
951,1494,10,106,20241126,22558681.07,Active,0.0
952,837,6,105,20230625,-1747433.78,Active,9.56
953,1336,8,105,20240504,-7242174.71,Dormant,15.67
954,845,1,104,20241006,326550.03,Active,5.48
955,788,9,107,20240805,-1483506.11,Active,11.82
956,791,10,103,20241007,7196339.56,Active,0.0
957,320,7,110,20230414,-234557.67,Active,27.56
958,960,4,103,20230928,-6112831.14,Active,12.15
959,1564,10,109,20240116,18515281.75,Active,0.0
960,1612,2,102,20230226,33177.64,Dormant,7.14
961,679,2,106,20231204,1397412.41,Active,4.61
962,1962,4,105,20231205,-6733394.18,Dormant,11.22
963,1195,8,108,20230119,-2742035.14,Active,9.81
964,1644,9,103,20240310,-7211495.61,Active,9.64
965,1091,10,107,20230101,4377870.33,Active,0.0
966,576,4,102,20231121,-5327759.27,Active,9.6
967,1548,1,103,20230308,1320467.47,Active,5.13
968,1572,1,110,20230909,1032494.12,Dormant,6.68
969,1198,10,103,20230429,11459668.72,Active,0.0
970,1376,10,106,20240604,22197294.63,Dormant,0.0
971,142,3,103,20240207,936422.62,Dormant,6.05
972,228,4,106,20230513,-2374178.23,Active,14.45
973,727,10,108,20231111,890910.6,Active,0.0
974,347,6,105,20241129,-1576584.02,Active,10.6
975,1876,1,108,20230314,478532.76,Active,3.75
976,1435,5,105,20240803,-3619001.99,Active,11.75
977,1536,8,102,20240613,-2696704.97,Dormant,8.74
978,1898,10,101,20230505,18498711.01,Active,0.0
979,1853,8,107,20230915,-3137757.22,Active,13.71
980,769,6,106,20241026,-6435010.95,Active,14.9
981,834,6,103,20240727,-7546104.73,Active,13.89
982,1002,5,105,20240117,-712283.7,Active,11.87
983,1650,6,109,20241026,-7171762.19,Active,8.67
984,1561,2,104,20240611,112547.53,Active,4.68
985,1642,4,102,20240516,-6916338.67,Active,8.57
986,1653,6,110,20240217,-609543.06,Closed,12.87
987,1985,8,106,20231113,-6299746.48,Active,9.29
988,1443,3,104,20240718,1377085.25,Active,7.17
989,1471,2,101,20240103,650021.08,Active,6.09
990,1469,2,107,20230604,481287.02,Active,5.38
991,405,8,110,20230929,-5664878.16,Active,12.02
992,1213,1,108,20240206,278206.84,Active,3.03
993,405,5,103,20230301,-7031504.36,Active,12.82
994,254,2,104,20240305,281385.03,Closed,4.45
995,333,7,110,20230817,-89015.85,Active,31.42
996,447,7,105,20240701,-247340.57,Active,37.24
997,1342,5,105,20240518,-6046661.9,Active,8.98
998,705,1,110,20231210,1133719.54,Active,4.94
999,1841,8,101,20240528,-7818482.93,Active,13.56
1000,1580,6,110,20230310,-5441654.63,Active,8.99
1001,1720,6,108,20240210,-2896994.59,Active,14.58
1002,615,8,106,20230202,-4390039.36,Active,14.09
1003,350,1,106,20230206,615188.86,Active,6.96
1004,1631,7,108,20241225,-260604.7,Active,32.36
1005,1512,7,107,20230905,-284890.23,Active,39.72
1006,782,3,107,20230622,549199.36,Active,4.95
1007,1855,3,103,20240126,889812.81,Active,3.83
1008,802,8,103,20240813,-2203576.15,Active,9.98
1009,325,5,109,20240316,-2257473.28,Active,9.92
1010,1023,7,107,20230607,-284199.27,Closed,26.88
1011,123,6,102,20240204,-581903.33,Active,10.92
1012,593,3,104,20231002,778625.29,Active,5.22
1013,1005,1,105,20241119,947631.4,Active,4.52
1014,1267,7,110,20240107,-36554.22,Active,26.33
1015,1485,6,103,20240229,-2988061.94,Active,15.78
1016,916,6,107,20241018,-2006573.33,Active,15.58
1017,1864,6,108,20240809,-6305108.8,Active,12.66
1018,679,4,103,20230721,-7725517.51,Active,14.36
1019,1867,4,110,20241202,-4894627.58,Active,14.6
1020,1154,8,101,20230816,-2542007.38,Active,15.11
1021,304,10,106,20230208,2492037.88,Active,0.0
1022,1825,5,102,20230312,-3623405.15,Active,14.33
1023,566,3,106,20240111,1271811.4,Active,3.27
1024,1297,1,106,20230503,534896.99,Active,5.79
1025,1605,5,106,20240704,-3903346.83,Dormant,10.86
1026,410,4,110,20230429,-4860397.21,Active,10.72
1027,1813,4,109,20230209,-6400845.56,Active,10.62
1028,867,1,105,20240207,392220.83,Active,3.65
1029,1335,7,102,20240324,-110589.49,Closed,37.96
1030,915,7,109,20240127,-47093.53,Active,31.99
1031,1919,5,108,20240401,-2243798.13,Active,13.8
1032,334,10,103,20240904,8408691.15,Active,0.0
1033,669,9,108,20230616,-2982134.86,Active,10.86
1034,1127,1,107,20240428,969846.15,Active,4.78
1035,1713,1,105,20230424,486697.23,Active,6.4
1036,1048,1,103,20230703,745518.24,Active,7.17
1037,210,9,103,20230722,-7523976.17,Active,10.26
1038,1992,6,106,20231222,-695211.85,Active,11.08
1039,821,9,101,20230723,-4221200.78,Active,13.31
1040,318,9,102,20230604,-6524195.01,Active,11.86
1041,1867,5,104,20230407,-1952159.73,Active,13.34
1042,108,4,108,20240630,-387038.92,Active,10.14
1043,313,3,109,20240119,479869.07,Active,4.74
1044,811,1,109,20230322,1148539.48,Active,5.22
1045,1428,7,109,20231104,-20388.46,Active,27.6
1046,471,10,108,20241127,675233.16,Active,0.0
1047,754,9,103,20230920,-3207592.85,Active,9.64
1048,1286,10,105,20240315,7008344.7,Active,0.0
1049,1710,4,110,20230524,-2087411.9,Dormant,9.97
1050,805,2,105,20230108,678023.01,Closed,5.0
1051,1376,9,107,20230403,-1676490.99,Active,9.35
1052,219,4,104,20240402,-6090086.29,Active,14.02
1053,1413,4,110,20230110,-6551989.33,Active,11.21
1054,1283,4,110,20230127,-7127141.79,Active,14.83
1055,49,5,101,20230601,-1770567.26,Active,9.86
1056,1024,7,106,20230207,-137365.3,Active,31.03
1057,1886,8,108,20241115,-4508597.45,Closed,10.64
1058,1756,4,102,20240522,-4950143.99,Dormant,15.13
1059,1269,1,101,20230609,1420233.88,Active,7.19
1060,782,10,103,20230406,2882200.41,Active,0.0
1061,1989,7,106,20240607,-22829.85,Active,31.51
1062,1578,1,102,20231230,453773.12,Dormant,4.18
1063,1818,4,102,20240912,-7359280.56,Active,14.08
1064,63,8,103,20230403,-164035.1,Active,9.15
1065,1782,10,109,20241001,7191796.57,Active,0.0
1066,130,3,104,20230627,98671.49,Active,6.05
1067,1019,7,108,20240608,-123727.28,Active,41.51
