TransactionID,AccountID,DateKey,Channel,TxnType,Amount,IsFraudFlag
2777,651,20231011,Branch,Payment,409141.38,0
2778,2086,20241105,UPI,Interest,419613.89,0
2779,2828,20230421,POS,Transfer,299449.26,0
2780,1593,20230317,Branch,Interest,289404.56,0
2781,918,20231213,Branch,Fee,421730.07,0
2782,1514,20230425,MobileApp,Fee,177040.38,0
2783,492,20231201,MobileApp,Payment,177275.98,0
2784,2099,20240415,POS,Deposit,105619.78,0
2785,2354,20241112,UPI,Transfer,424697.39,0
2786,2054,20241125,UPI,Fee,376925.42,0
2787,412,20240627,MobileApp,Transfer,175919.64,0
2788,591,20240204,POS,Fee,466042.27,0
2789,779,20230613,ATM,Interest,63626.37,0
2790,1933,20230718,ATM,Transfer,446683.45,0
2791,2264,20241117,MobileApp,Payment,127411.11,0
2792,1693,20230729,Branch,Withdrawal,334783.68,0
2793,3338,20240205,NetBanking,Payment,125722.58,0
2794,486,20240101,UPI,Fee,6759.23,0
2795,2065,20231110,ATM,EMI,122775.55,0
2796,149,20240503,UPI,Withdrawal,184559.63,0
2797,1144,20230120,ATM,Fee,319569.33,0
2798,1446,20240726,UPI,EMI,463945.22,0
2799,705,20231015,Branch,Payment,305995.08,0
2800,2512,20240129,ATM,Withdrawal,185290.91,0
2801,1699,20230805,ATM,Payment,217851.98,0
2802,984,20231210,MobileApp,EMI,118054.58,0
2803,1926,20240411,NetBanking,Withdrawal,452896.88,0
2804,844,20240325,UPI,Fee,303707.58,0
2805,1411,20240702,NetBanking,Fee,495062.14,0
2806,3364,20240708,POS,Interest,475487.45,0
2807,3209,20240728,ATM,EMI,8972.18,0
2808,2037,20230226,Branch,Fee,486582.6,0
2809,2311,20230312,NetBanking,Transfer,433786.71,0
2810,3068,20240920,MobileApp,Fee,379224.41,0
2811,1863,20240506,ATM,Interest,182440.68,0
2812,392,20240101,POS,Transfer,348289.0,0
2813,126,20230316,POS,Withdrawal,93221.0,0
2814,2869,20241016,Branch,Interest,264341.18,0
2815,3066,20240112,MobileApp,Payment,428386.86,0
2816,1739,20230524,MobileApp,Fee,243227.56,0
2817,1928,20231204,MobileApp,Fee,317411.37,0
2818,2919,20230122,Branch,Deposit,330967.56,0
2819,7,20230117,UPI,Withdrawal,254697.51,0
2820,1919,20240811,UPI,Withdrawal,197200.89,0
2821,2632,20231213,UPI,Payment,234440.88,0
2822,2544,20231005,NetBanking,Fee,110922.21,0
2823,3060,20231211,NetBanking,Withdrawal,66711.92,0
2824,926,20230502,UPI,Withdrawal,67052.82,0
2825,3131,20240828,MobileApp,Payment,225560.93,0
2826,1869,20230103,NetBanking,Transfer,223006.05,0
2827,676,20230311,Branch,Fee,402282.24,0
2828,1411,20240127,ATM,Deposit,49993.78,0
2829,2156,20231106,NetBanking,Payment,497640.85,0
2830,1551,20231218,ATM,EMI,115223.43,0
2831,2915,20240209,UPI,Payment,271055.83,0
2832,1220,20240603,ATM,Interest,391907.02,0
2833,3260,20240210,POS,Transfer,231114.47,0
2834,2564,20230413,POS,EMI,385951.9,0
2835,2718,20240618,UPI,Interest,297070.06,0
2836,1945,20240223,Branch,Payment,288156.52,0
2837,3398,20230328,ATM,Fee,294912.58,0
2838,989,20241215,ATM,Fee,319520.55,0
2839,1300,20241215,NetBanking,Payment,40698.78,0
2840,2725,20231018,POS,Fee,237152.99,0
2841,1686,20230524,POS,Payment,322457.87,0
2842,3249,20240714,Branch,EMI,496832.71,0
2843,3226,20240725,MobileApp,Withdrawal,358817.9,0
2844,322,20231119,ATM,Interest,287138.21,0
2845,1191,20230515,POS,Transfer,489073.19,0
2846,2885,20240413,Branch,Deposit,356199.87,0
2847,1795,20240903,ATM,Withdrawal,476431.81,0
2848,2582,20240630,Branch,Deposit,309424.5,0
2849,2025,20241224,MobileApp,EMI,211317.65,0
2850,806,20240406,UPI,Interest,291748.14,0
2851,1447,20231011,NetBanking,Interest,479972.38,0
2852,2022,20240527,POS,Payment,285139.14,0
2853,2270,20230909,POS,Fee,76935.1,0
2854,554,20231023,Branch,Deposit,275115.31,0
2855,96,20241031,Branch,Deposit,371203.23,0
2856,3347,20230520,MobileApp,Fee,208166.83,0
2857,747,20230321,NetBanking,Deposit,160973.57,0
2858,1394,20230412,Branch,Transfer,433533.69,0
2859,3118,20241110,Branch,EMI,349672.47,0
2860,2591,20240920,POS,Interest,335378.49,0
2861,2719,20240305,UPI,Deposit,882.29,0
2862,1447,20241018,UPI,Fee,241925.36,0
2863,642,20230109,POS,Withdrawal,241937.03,0
2864,2626,20231016,NetBanking,Fee,346162.97,0
2865,1735,20240223,NetBanking,Fee,329649.08,0
2866,3343,20240105,UPI,Withdrawal,426755.07,0
2867,1415,20240430,Branch,Payment,62236.34,0
2868,3044,20241226,NetBanking,Deposit,90102.69,0
2869,1049,20230322,ATM,Interest,471509.42,0
2870,1770,20240413,MobileApp,Transfer,337789.06,0
2871,2039,20240527,MobileApp,Withdrawal,125420.32,0
2872,3362,20231007,ATM,Payment,399603.13,0
2873,2180,20230802,MobileApp,Transfer,24139.28,0
2874,38,20231202,NetBanking,Fee,323563.2,0
2875,378,20240328,NetBanking,Deposit,235209.16,0
2876,2579,20231126,POS,Fee,91245.76,0
2877,3230,20240505,MobileApp,Deposit,470191.31,0
2878,2443,20231028,Branch,Payment,421200.27,0
2879,1610,20241010,POS,Payment,302163.43,0
2880,2739,20230613,NetBanking,Payment,75865.32,0
2881,3072,20230828,Branch,Payment,59941.52,0
2882,1188,20240314,ATM,Transfer,195085.1,0
2883,3317,20230124,ATM,Interest,494785.73,0
2884,630,20241128,NetBanking,Interest,98693.09,0
2885,3472,20230320,UPI,Transfer,357592.77,0
2886,1335,20230913,UPI,Payment,363850.67,0
2887,2006,20240718,ATM,Transfer,364674.62,0
2888,2295,20230121,Branch,Fee,27788.04,0
2889,2141,20231020,POS,Withdrawal,326264.06,0
2890,1890,20240608,MobileApp,Transfer,473648.92,0
2891,2779,20240219,Branch,Withdrawal,339964.34,0
2892,2497,20230718,POS,Fee,394358.67,0
2893,1659,20240303,POS,Withdrawal,53747.63,0
2894,722,20240709,MobileApp,Transfer,197291.94,0
2895,914,20230301,UPI,Interest,381050.55,0
2896,261,20230615,POS,EMI,418436.09,0
2897,1643,20230718,ATM,Deposit,30925.98,0
2898,1598,20230718,ATM,Fee,462797.84,0
2899,221,20231214,NetBanking,Fee,38702.52,0
2900,1825,20240501,UPI,Payment,435076.48,0
2901,3318,20240831,POS,Interest,324022.37,0
2902,3438,20240424,UPI,Deposit,45293.92,0
2903,1491,20230530,ATM,Interest,466101.16,0
2904,3067,20240515,POS,Fee,315536.04,0
2905,1495,20240125,ATM,Payment,460964.6,0
2906,3136,20230315,UPI,Transfer,290414.4,0
2907,1805,20230203,MobileApp,Payment,348516.83,0
2908,1222,20240216,UPI,EMI,292426.73,0
2909,1943,20240804,Branch,Withdrawal,346728.2,0
2910,1574,20230713,UPI,Interest,300700.54,0
2911,1198,20240615,POS,EMI,91622.06,0
2912,1959,20241128,Branch,Deposit,328463.25,0
2913,889,20240923,POS,Interest,52524.13,0
2914,1602,20231227,UPI,EMI,97598.4,0
2915,1724,20230608,Branch,Withdrawal,32262.85,0
2916,2233,20230223,UPI,Transfer,37963.64,0
2917,343,20230703,POS,Withdrawal,370950.61,0
2918,2156,20240202,NetBanking,Withdrawal,350222.31,0
2919,259,20230317,POS,EMI,176661.44,0
2920,349,20230108,MobileApp,Payment,333250.05,0
2921,1377,20230726,UPI,EMI,78339.85,0
2922,1510,20240422,NetBanking,Withdrawal,345432.6,0
2923,2009,20240306,POS,Deposit,434826.24,0
2924,799,20240425,Branch,Interest,333482.56,0
2925,2241,20240717,POS,Withdrawal,304215.6,0
2926,965,20230204,NetBanking,Withdrawal,271629.61,0
2927,2509,20230816,MobileApp,Deposit,187344.69,0
2928,1437,20241018,UPI,Fee,205029.37,0
2929,642,20230428,MobileApp,EMI,332127.95,0
2930,2044,20241027,NetBanking,Payment,138562.56,0
2931,139,20230420,MobileApp,Fee,75530.19,0
2932,421,20240215,Branch,Deposit,499355.41,0
2933,2974,20241005,POS,Deposit,263215.05,0
2934,2212,20240914,MobileApp,Transfer,201620.33,0
2935,1437,20241106,Branch,Fee,338856.82,0
2936,2665,20231023,Branch,Transfer,264937.05,0
2937,2303,20240202,POS,EMI,444837.03,0
2938,1993,20230125,UPI,Payment,401877.45,0
2939,2047,20241205,MobileApp,Deposit,294177.19,0
2940,3324,20241001,POS,EMI,477394.53,0
2941,3400,20240315,MobileApp,Interest,317036.54,0
2942,1354,20230629,ATM,Withdrawal,117061.75,0
2943,1814,20230416,NetBanking,Fee,287080.35,0
2944,814,20241127,MobileApp,EMI,447092.92,0
2945,3250,20240715,POS,Payment,459946.69,0
2946,469,20230708,UPI,Deposit,172529.57,0
2947,1987,20241015,NetBanking,Withdrawal,274752.65,0
2948,1004,20241113,NetBanking,Transfer,25234.35,0
2949,473,20230809,UPI,Transfer,4435.71,0
2950,16,20230710,NetBanking,Payment,65369.09,0
2951,2558,20230424,MobileApp,Interest,454579.78,0
2952,672,20230213,UPI,Deposit,134913.67,0
2953,1994,20230822,MobileApp,Withdrawal,488255.69,0
2954,66,20230224,UPI,EMI,375562.23,0
2955,2379,20230214,Branch,EMI,278369.27,0
2956,1221,20231215,MobileApp,Fee,115999.75,0
2957,840,20241219,UPI,Payment,322807.52,0
2958,2147,20230312,MobileApp,Interest,149789.48,0
2959,2798,20240903,POS,Transfer,451588.72,0
2960,1855,20241108,Branch,Withdrawal,56704.42,0
2961,2193,20230314,NetBanking,Transfer,132046.63,0
2962,2462,20241103,MobileApp,Deposit,459417.61,0
2963,2313,20231006,NetBanking,Withdrawal,169539.84,0
2964,1953,20230228,MobileApp,Transfer,118577.9,0
2965,326,20240728,ATM,Withdrawal,253843.81,0
2966,1821,20230314,NetBanking,Payment,451242.12,0
2967,2543,20240527,Branch,EMI,378001.33,0
2968,1922,20230305,NetBanking,Transfer,246438.89,0
2969,2204,20231228,ATM,Withdrawal,365262.65,0
2970,166,20230529,POS,Interest,14331.14,0
2971,2414,20230409,Branch,Transfer,143397.62,0
2972,1795,20240529,ATM,Payment,161110.03,0
2973,133,20240301,NetBanking,Fee,283680.81,0
2974,1136,20230814,NetBanking,Withdrawal,145295.89,0
2975,2694,20240910,POS,Interest,234727.2,0
2976,772,20230112,UPI,Withdrawal,123556.73,0
2977,227,20230409,MobileApp,Transfer,118449.06,0
2978,3242,20241023,ATM,Fee,184276.87,0
2979,1286,20240503,UPI,Fee,270896.95,0
2980,3321,20230104,ATM,EMI,93033.66,0
2981,2435,20241209,MobileApp,Deposit,262721.1,0
2982,3129,20240116,POS,Transfer,316483.67,0
2983,2262,20240809,ATM,Interest,350809.79,0
2984,780,20230306,MobileApp,Interest,469730.67,0
2985,2409,20230309,MobileApp,Payment,109824.26,0
2986,2112,20230407,POS,Withdrawal,433832.92,0
2987,1688,20240125,Branch,EMI,249809.24,0
2988,2043,20240913,UPI,Interest,163019.02,0
2989,46,20230807,Branch,Fee,321328.9,0
2990,1491,20230410,POS,Deposit,221900.83,0
2991,1638,20231220,ATM,EMI,447368.27,0
2992,3168,20240523,POS,Deposit,343165.71,0
2993,1809,20240718,UPI,Withdrawal,355364.07,0
2994,605,20240319,MobileApp,Transfer,73943.41,0
2995,1416,20241208,NetBanking,Payment,118877.13,0
2996,1247,20231214,POS,Deposit,368944.26,0
2997,496,20240108,Branch,Payment,221094.15,0
2998,2258,20231225,POS,Interest,221206.34,0
2999,2612,20230804,NetBanking,EMI,45371.3,0
3000,3222,20231109,UPI,Payment,335331.0,0
3001,2750,20240317,UPI,Transfer,3672.26,0
3002,1292,20230624,ATM,Fee,275355.1,0
3003,802,20240729,POS,Payment,169431.96,0
3004,582,20230228,MobileApp,EMI,108540.87,0
3005,1520,20241101,Branch,Interest,226774.04,0
3006,99,20231231,NetBanking,Deposit,398772.37,0
3007,1675,20240324,UPI,Payment,224272.31,0
3008,527,20230323,UPI,Deposit,158854.28,0
3009,2265,20241220,MobileApp,Interest,14143.99,0
3010,1981,20230331,UPI,Transfer,112274.84,0
3011,3336,20240226,UPI,Interest,77880.53,0
3012,2970,20230728,UPI,Withdrawal,155158.91,0
3013,424,20230702,MobileApp,Withdrawal,1360.93,0
3014,2821,20230421,ATM,EMI,17766.58,0
3015,1524,20230912,UPI,Withdrawal,16766.23,0
3016,2800,20241002,UPI,Withdrawal,488890.99,0
3017,3126,20230225,UPI,Deposit,211750.05,0
3018,2195,20230623,MobileApp,Payment,168052.47,0
3019,1635,20241102,MobileApp,Payment,185759.58,0
3020,2311,20230608,NetBanking,Payment,392352.55,0
3021,3086,20230207,NetBanking,Transfer,50331.7,1
3022,3052,20240311,POS,Fee,444179.63,0
3023,2700,20231113,ATM,Transfer,488612.59,0
3024,733,20240428,NetBanking,Fee,412557.7,0
3025,2667,20231011,UPI,Fee,251146.5,0
3026,2574,20231024,UPI,Transfer,402981.57,0
3027,620,20230704,ATM,Transfer,242266.98,0
3028,1474,20230909,MobileApp,Fee,74574.52,0
3029,627,20230503,NetBanking,Deposit,8306.44,0
3030,1515,20230824,Branch,Interest,233510.86,0
3031,3125,20240707,NetBanking,EMI,122423.12,0
3032,57,20231229,UPI,Fee,59529.39,0
3033,3368,20230816,Branch,Deposit,171703.87,0
3034,1567,20230224,MobileApp,Deposit,115555.83,0
3035,2887,20230412,NetBanking,Payment,331816.18,0
3036,173,20230923,Branch,Interest,414646.98,0
3037,1233,20231222,Branch,Fee,276910.04,0
3038,2565,20240813,MobileApp,Deposit,203128.24,0
3039,2552,20241112,POS,Deposit,463433.72,0
3040,2487,20231207,NetBanking,EMI,121073.86,0
3041,1427,20240201,POS,Fee,426164.67,0
3042,2074,20240529,Branch,Fee,112709.62,0
3043,865,20230721,UPI,Withdrawal,201784.62,0
3044,675,20240119,NetBanking,Transfer,162671.2,0
3045,3047,20241026,Branch,Payment,19286.9,0
3046,966,20231107,NetBanking,Deposit,391195.64,0
3047,2634,20240317,POS,Withdrawal,130391.3,0
3048,3209,20240105,UPI,Fee,414917.91,0
3049,2877,20241217,ATM,Fee,303773.53,0
3050,2989,20240312,Branch,Transfer,178547.28,0
3051,2909,20241217,UPI,Deposit,136685.29,0
3052,2967,20230123,UPI,Interest,380326.12,0
3053,1709,20230319,MobileApp,Fee,82941.82,0
3054,1236,20241223,Branch,Fee,287719.2,0
3055,1793,20240526,Branch,EMI,289816.84,0
3056,864,20230906,Branch,Payment,412334.95,0
3057,2053,20231126,Branch,Payment,484819.62,0
3058,2298,20241116,Branch,Withdrawal,446669.56,0
3059,2567,20241031,UPI,Transfer,189925.95,0
3060,740,20230601,UPI,Deposit,182480.72,0
3061,1034,20230923,NetBanking,Transfer,463747.35,0
3062,629,20240104,NetBanking,Payment,115893.92,0
3063,1431,20241009,ATM,Payment,54091.7,0
3064,2431,20240913,UPI,Payment,197391.61,0
3065,663,20230515,UPI,Transfer,463947.88,0
3066,2617,20240410,UPI,Transfer,244192.43,0
3067,2275,20230305,Branch,Fee,282078.07,0
3068,3210,20230424,MobileApp,Deposit,233177.03,0
3069,904,20231023,Branch,Interest,168492.08,0
3070,1738,20240709,Branch,Transfer,86327.58,0
3071,3388,20230921,Branch,Transfer,417155.13,0
3072,1835,20230925,Branch,Payment,166550.93,0
3073,1076,20230709,Branch,Transfer,92759.05,0
3074,1414,20240929,POS,Fee,250162.66,0
3075,2456,20231214,MobileApp,Fee,298075.02,0
3076,1512,20240429,NetBanking,Deposit,329963.85,0
3077,3270,20230302,Branch,Interest,109675.48,0
3078,1897,20240919,UPI,Deposit,127219.82,0
3079,3394,20240422,MobileApp,Withdrawal,10556.9,0
3080,2243,20230720,ATM,Payment,123340.6,0
3081,1333,20240904,POS,Withdrawal,156297.95,0
3082,1947,20230104,POS,Payment,1315.09,0
3083,1153,20240820,POS,Fee,60620.49,0
3084,3461,20240107,NetBanking,Deposit,398399.1,0
3085,508,20241128,ATM,Transfer,95721.74,0
3086,1447,20231104,NetBanking,Payment,43248.02,0
3087,3348,20230512,MobileApp,Fee,76302.69,0
3088,2185,20230130,NetBanking,Deposit,431558.04,0
3089,297,20240526,Branch,EMI,333539.92,0
3090,543,20231121,POS,Transfer,386388.56,0
3091,1390,20240812,Branch,Transfer,201041.37,0
3092,2616,20241002,Branch,EMI,452378.38,0
3093,2153,20230103,ATM,Fee,6720.78,0
3094,295,20240410,ATM,Payment,94154.87,0
3095,2836,20240816,POS,Withdrawal,328321.92,0
3096,2169,20231026,Branch,Fee,391529.58,0
3097,1925,20240313,ATM,Payment,123804.36,0
3098,1678,20240505,ATM,Payment,223633.68,0
3099,1799,20241222,NetBanking,Payment,441055.98,0
3100,2076,20240810,UPI,Interest,61898.2,0
3101,1200,20230315,MobileApp,EMI,484768.76,0
3102,1876,20230409,NetBanking,EMI,343029.12,0
3103,1186,20230413,NetBanking,EMI,305326.37,0
3104,825,20231211,MobileApp,Payment,173354.35,0
3105,644,20230504,POS,Interest,442251.06,0
3106,1068,20240102,POS,Interest,301808.83,0
3107,2813,20230323,NetBanking,Withdrawal,202228.42,0
3108,1799,20230914,POS,EMI,104697.75,0
3109,784,20240801,Branch,Payment,61808.83,0
3110,3183,20230428,ATM,Interest,53740.82,0
3111,61,20230617,NetBanking,Withdrawal,151273.29,0
3112,2272,20240208,POS,EMI,110881.92,0
3113,2680,20230513,NetBanking,Interest,486403.79,0
3114,2983,20240210,Branch,EMI,7960.51,0
3115,1146,20230727,UPI,Interest,5764.6,0
3116,554,20240127,UPI,Deposit,434370.66,0
3117,910,20231210,UPI,EMI,418290.89,0
3118,2518,20240924,POS,Interest,182745.71,0
3119,452,20240119,NetBanking,Transfer,387469.25,0
3120,988,20230919,UPI,Payment,272134.32,0
3121,1986,20240318,ATM,Transfer,404578.88,0
3122,2375,20240310,Branch,Deposit,336907.64,0
3123,51,20230124,UPI,Payment,423031.35,0
3124,1557,20230719,NetBanking,Deposit,144922.91,0
3125,579,20230129,MobileApp,Fee,87377.17,0
3126,2026,20240702,UPI,Fee,302601.83,0
3127,1380,20230715,Branch,Fee,390932.04,0
3128,600,20240317,MobileApp,Fee,49739.77,0
3129,1003,20230326,NetBanking,Deposit,477738.51,0
3130,248,20230930,UPI,Transfer,16679.59,0
3131,1967,20240724,UPI,EMI,248260.05,0
3132,1617,20240529,ATM,Fee,307602.73,0
3133,153,20241114,UPI,EMI,238859.17,0
3134,1732,20230911,UPI,Payment,209257.88,0
3135,2185,20230122,ATM,Payment,276217.21,0
3136,2283,20240914,POS,Withdrawal,56943.95,0
3137,926,20240719,MobileApp,Withdrawal,27053.05,0
3138,1858,20230522,Branch,Transfer,377238.54,0
3139,799,20241207,UPI,Deposit,301425.67,0
3140,108,20241119,Branch,Transfer,422774.96,0
3141,1603,20241108,ATM,Payment,398066.09,0
3142,2591,20230501,ATM,Fee,467880.24,0
3143,2104,20240414,NetBanking,Fee,224497.1,0
3144,2189,20240308,UPI,EMI,85974.65,0
3145,1892,20241105,ATM,EMI,58690.39,0
3146,714,20230106,ATM,EMI,392356.62,0
3147,554,20241109,UPI,Payment,335343.45,0
3148,3158,20230731,NetBanking,Transfer,18682.61,0
3149,2748,20240411,POS,Withdrawal,275378.69,0
3150,1212,20241114,MobileApp,Interest,441679.16,0
3151,2626,20230920,Branch,EMI,268548.85,0
3152,1479,20231224,UPI,Transfer,227315.43,0
3153,1948,20241216,POS,Interest,415100.44,0
3154,1105,20240313,MobileApp,Withdrawal,199951.65,0
3155,3424,20231205,UPI,Withdrawal,239072.64,0
3156,2616,20230625,POS,Transfer,324197.15,0
3157,1378,20230404,UPI,Withdrawal,269877.29,0
3158,56,20240130,POS,Payment,373863.74,0
3159,2528,20240913,UPI,Deposit,365899.7,0
3160,3234,20230118,ATM,Deposit,315111.63,0
3161,930,20230808,NetBanking,EMI,353336.01,1
3162,791,20240330,ATM,Withdrawal,55084.64,0
3163,2758,20241026,MobileApp,EMI,210320.15,0
3164,200,20240603,Branch,Transfer,202912.16,0
3165,2532,20230829,POS,Withdrawal,494492.96,0
3166,1339,20230808,ATM,Deposit,424618.81,0
3167,714,20240323,MobileApp,Deposit,343319.13,0
3168,1589,20240928,POS,Transfer,65313.39,0
3169,3432,20230403,ATM,Withdrawal,58573.99,0
3170,215,20240710,UPI,Withdrawal,95231.67,0
3171,1948,20240709,Branch,Fee,224494.15,0
3172,2385,20230311,NetBanking,Transfer,232608.74,0
3173,190,20240423,NetBanking,Interest,55156.08,0
3174,2346,20230730,NetBanking,Deposit,277084.4,0
3175,2908,20240210,Branch,Deposit,420768.41,0
3176,1363,20240806,MobileApp,Interest,220543.94,0
3177,2612,20230730,NetBanking,Withdrawal,401304.28,0
3178,1495,20241007,UPI,Transfer,43605.44,0
3179,978,20230405,NetBanking,Withdrawal,131940.09,0
3180,116,20230127,ATM,Fee,92941.33,0
3181,2160,20230304,MobileApp,Payment,497124.38,0
3182,1697,20240108,NetBanking,Fee,211773.35,0
3183,2381,20240210,ATM,Withdrawal,183229.59,0
3184,1818,20240321,NetBanking,Deposit,332179.88,0
3185,1505,20230117,MobileApp,Deposit,249238.01,0
3186,527,20230612,POS,Payment,431885.22,0
3187,2532,20230909,MobileApp,Fee,396210.73,0
3188,669,20241217,MobileApp,Deposit,158022.64,0
3189,2141,20240213,UPI,Fee,455066.61,0
3190,2437,20240602,POS,Deposit,200582.0,0
3191,1022,20230119,Branch,Payment,485405.17,0
3192,465,20241227,Branch,Deposit,129103.32,0
3193,476,20231206,ATM,Transfer,350889.23,0
3194,1493,20240303,NetBanking,Payment,219856.25,0
3195,2756,20230326,ATM,Payment,37270.07,0
3196,3448,20230417,POS,Transfer,46294.83,0
3197,3,20230612,POS,Payment,201203.41,0
3198,1301,20240427,POS,Deposit,271420.05,0
3199,3336,20240613,Branch,Withdrawal,127157.74,0
3200,2661,20240608,Branch,Payment,201718.16,0
3201,1891,20230702,Branch,Payment,52222.52,0
3202,151,20241031,Branch,Deposit,336084.37,0
3203,2181,20230624,ATM,Interest,45328.09,0
3204,2587,20240609,POS,Deposit,227593.02,0
3205,1002,20240311,NetBanking,Payment,293606.95,0
3206,3435,20230111,MobileApp,Transfer,6206.47,0
3207,262,20240817,POS,Interest,426057.83,0
3208,1300,20240208,NetBanking,Interest,65027.12,0
3209,235,20241130,POS,Interest,218899.88,0
3210,609,20241029,NetBanking,Deposit,61573.81,0
3211,843,20240726,NetBanking,Interest,344281.11,0
3212,2707,20240308,POS,Interest,34951.49,0
3213,1938,20230812,NetBanking,Transfer,329473.23,0
3214,592,20240714,NetBanking,Interest,264131.84,0
3215,3453,20240202,Branch,Fee,212771.86,0
3216,1204,20230723,ATM,Fee,36736.15,0
3217,2094,20240225,NetBanking,Payment,27501.6,0
3218,2448,20240621,NetBanking,Deposit,313993.97,0
3219,610,20240831,ATM,Transfer,459683.01,0
3220,1305,20240316,ATM,Deposit,422766.06,0
3221,1740,20231110,NetBanking,Transfer,94243.61,0
3222,404,20240410,MobileApp,Interest,433110.84,0
3223,1289,20240518,Branch,Payment,16962.99,0
3224,3365,20230920,NetBanking,Deposit,48154.62,0
3225,1949,20230422,POS,Deposit,465681.04,0
3226,1191,20240319,POS,Payment,371440.74,0
3227,2592,20240201,Branch,Interest,341829.74,0
3228,2226,20230111,UPI,Interest,342002.27,0
3229,2194,20230218,MobileApp,EMI,417821.75,0
3230,1855,20230205,POS,Payment,26851.17,0
3231,3138,20230831,UPI,Withdrawal,491964.72,0
3232,2849,20231202,POS,Transfer,317035.85,0
3233,2617,20230620,NetBanking,Payment,153290.26,0
3234,976,20240705,NetBanking,Fee,111525.96,0
3235,3399,20230929,POS,Interest,304392.36,0
3236,3110,20241014,UPI,Payment,17310.71,0
3237,2057,20230302,NetBanking,Withdrawal,418067.03,0
3238,989,20230821,Branch,Fee,404344.44,0
3239,3265,20231121,NetBanking,Deposit,127131.13,0
3240,2309,20230310,ATM,Payment,9368.77,0
3241,474,20230612,UPI,Transfer,310727.17,0
3242,2853,20240429,MobileApp,Transfer,322167.42,0
3243,1469,20230220,ATM,EMI,10720.94,0
3244,2692,20240305,NetBanking,Deposit,299521.61,0
3245,2337,20240207,ATM,EMI,33803.71,0
3246,2990,20230413,ATM,Payment,199170.4,0
3247,842,20230610,POS,EMI,302841.2,0
3248,1180,20230115,Branch,Payment,469960.03,0
3249,2445,20230724,NetBanking,Interest,134777.29,0
3250,2954,20231216,POS,Fee,414619.6,0
3251,728,20231018,POS,Payment,256448.51,0
3252,2505,20240324,Branch,EMI,488539.61,0
3253,3053,20240412,POS,Deposit,196936.98,0
3254,365,20240911,Branch,Withdrawal,480017.33,0
3255,1886,20230804,UPI,Transfer,301377.61,0
3256,609,20230808,ATM,Withdrawal,120784.25,0
3257,1349,20240718,MobileApp,Payment,249234.76,0
3258,3378,20231231,POS,Fee,416631.78,0
3259,1410,20241025,MobileApp,Deposit,212366.7,0
3260,2865,20230824,Branch,Transfer,46055.28,0
3261,715,20241001,MobileApp,Fee,354225.26,0
3262,826,20230107,NetBanking,Fee,245999.7,0
3263,1042,20230725,ATM,Interest,50705.63,0
3264,2960,20230515,ATM,Deposit,304639.84,0
3265,1800,20240627,UPI,Withdrawal,448201.89,0
3266,1514,20241019,POS,EMI,227726.56,0
3267,2525,20230508,NetBanking,Withdrawal,171255.5,0
3268,2714,20230809,NetBanking,EMI,68057.2,0
3269,3251,20230104,NetBanking,Withdrawal,476166.27,0
3270,3305,20230124,Branch,Interest,383066.17,0
3271,2823,20230228,POS,Fee,273744.12,0
3272,3280,20240601,POS,EMI,111946.34,0
3273,3211,20230813,ATM,Payment,105506.68,0
3274,1859,20240609,ATM,Withdrawal,260333.7,0
3275,1730,20230907,POS,Interest,452249.15,0
3276,609,20241118,Branch,Withdrawal,160377.71,0
3277,2608,20231018,Branch,Withdrawal,327835.83,0
3278,121,20230320,MobileApp,Transfer,93943.16,0
3279,2771,20240126,Branch,Withdrawal,434241.05,0
3280,2363,20230819,NetBanking,EMI,416159.53,0
3281,2915,20230725,POS,Deposit,85348.26,0
3282,2988,20241129,ATM,Withdrawal,114150.8,0
3283,137,20241108,UPI,Payment,392697.54,0
3284,1318,20231008,POS,Interest,402684.48,0
3285,3147,20240831,POS,EMI,152272.79,0
3286,3416,20240216,Branch,Withdrawal,240071.12,0
3287,1447,20231004,UPI,Payment,479398.95,0
3288,2532,20230429,ATM,Deposit,112673.05,0
3289,1738,20230501,POS,EMI,92983.29,0
3290,222,20231127,UPI,Deposit,308673.75,0
3291,857,20230624,MobileApp,Deposit,186250.98,0
3292,306,20240710,MobileApp,Interest,271773.84,0
3293,2452,20230611,UPI,EMI,393390.78,0
3294,2214,20230416,Branch,Withdrawal,222187.01,0
3295,2663,20240803,MobileApp,Fee,401994.22,0
3296,393,20240508,ATM,Interest,104511.71,0
3297,1025,20230801,UPI,Transfer,197904.69,0
3298,1501,20230513,NetBanking,Transfer,15683.64,0
3299,63,20230612,Branch,Transfer,456894.57,0
3300,1319,20230302,POS,EMI,259440.34,0
3301,1081,20240412,UPI,Fee,50648.74,0
3302,2094,20241103,Branch,Fee,277747.48,0
3303,2671,20230412,POS,Withdrawal,258785.46,0
3304,3302,20231010,ATM,Fee,455357.58,0
3305,1972,20230203,UPI,EMI,381906.85,0
3306,2112,20230115,MobileApp,Fee,177117.94,0
3307,1521,20240827,MobileApp,Interest,147464.05,0
3308,3481,20240317,ATM,Withdrawal,371778.17,0
3309,67,20231014,MobileApp,Payment,208104.76,0
3310,250,20241022,POS,Fee,349082.56,0
3311,955,20240518,Branch,Deposit,286578.06,0
3312,2944,20240314,MobileApp,Fee,46740.11,0
3313,2418,20231120,NetBanking,Transfer,371807.27,0
3314,1004,20230314,MobileApp,Withdrawal,363226.0,0
