LoanID,AccountID,CustomerID,ProductID,SanctionDateKey,SanctionAmount,OutstandingAmount,EMIAmount,DPD,NPAFlag,Status
373,726,593,5,20240501,2409004.54,926404.09,41380.31,0,0,Standard
374,727,1730,5,20220523,8953286.18,3688040.93,168502.73,0,0,Standard
375,728,75,9,20220821,8646280.82,7542404.63,148465.13,90,1,NPA
376,730,1928,8,20201225,8737074.88,8670469.65,117068.15,0,0,Standard
377,735,1658,9,20211027,4521847.14,3016875.19,48028.07,0,0,Standard
378,736,1007,9,20230413,5330550.65,1066658.72,97994.59,0,0,Standard
379,737,277,4,20200111,5341283.03,618667.52,67802.09,180,1,NPA
380,738,984,5,20210327,5050305.72,4629513.68,98368.2,0,0,Standard
381,742,1475,9,20200626,7645172.53,3688774.75,143097.84,0,0,Standard
382,745,489,8,20200222,6903435.09,3464798.68,78769.72,0,0,Standard
383,746,1219,5,20220716,1380225.16,672855.09,17423.39,0,0,Standard
384,747,15,9,20210721,2549147.77,2327756.14,32669.78,0,0,Standard
385,748,207,8,20200615,625041.03,446160.81,18507.54,0,0,Standard
386,750,659,8,20240203,2182161.74,1913540.93,45718.94,0,0,Standard
387,752,1097,8,20241217,2206573.91,733255.66,44751.96,0,0,Standard
388,756,1303,5,20230614,8851000.36,4651567.95,112982.61,0,0,Standard
389,757,1731,6,20240920,4074313.18,2648007.9,106799.72,0,0,Standard
390,759,1542,8,20201211,1678263.72,202095.96,46151.07,0,0,Standard
391,760,922,5,20230912,2458689.71,694817.57,55446.4,90,1,NPA
392,761,1811,6,20220912,6235969.16,6116331.03,108802.4,0,0,Standard
393,762,1529,8,20200422,2268083.32,1556946.49,59369.83,0,0,Standard
394,764,1536,8,20220211,5137295.59,4650626.54,111278.91,0,0,Standard
395,766,1199,8,20230706,2323329.96,670226.54,27144.47,90,1,NPA
396,769,485,9,20200608,3010331.85,3003843.73,34580.14,0,0,Standard
397,771,921,4,20220905,1640331.58,1192136.39,29476.97,120,1,NPA
398,772,1832,5,20200827,666848.68,151958.33,12624.8,0,0,Standard
399,775,1360,9,20241009,8232766.09,3789232.58,137546.11,0,0,Standard
400,778,1902,4,20220821,5313661.08,2492193.26,138837.06,0,0,Standard
401,786,1189,4,20200415,5286353.01,814673.43,106559.87,0,0,Standard
402,787,1414,4,20211210,8959503.88,3127609.85,223509.49,0,0,Standard
403,792,108,6,20220622,5283973.3,3534857.86,53356.5,120,1,NPA
404,793,285,6,20230707,2132934.82,1153148.58,55893.44,0,0,Standard
405,795,274,5,20221106,6008333.85,3898990.99,85932.97,0,0,Standard
406,797,1042,6,20210617,8645268.94,5197107.52,220505.33,15,0,Overdue
407,798,652,9,20240729,551988.49,418661.86,9053.98,0,0,Standard
408,799,998,4,20220328,5014098.64,4218519.15,95771.85,0,0,Standard
409,801,640,6,20240617,3609192.7,2987533.55,68832.96,0,0,Standard
410,802,135,6,20201118,8594390.63,8527406.16,180554.46,0,0,Standard
411,803,1751,8,20210204,3020403.95,1600210.07,63118.4,0,0,Standard
412,805,84,4,20220103,2088442.9,1531004.29,44900.04,0,0,Standard
413,807,1077,5,20240207,831024.79,565326.04,18489.24,30,0,Overdue
414,808,1256,9,20240724,592685.76,434841.87,17241.08,60,0,Overdue
415,810,983,4,20200104,7247419.37,5158493.08,101842.27,0,0,Standard
416,812,1700,8,20220215,7039533.7,2618316.08,154075.22,0,0,Standard
417,818,592,8,20230919,5479464.09,3964817.13,159491.96,0,0,Standard
418,819,967,6,20201229,7945500.44,5725967.06,223402.83,0,0,Standard
419,820,770,8,20241208,5369578.82,3854032.37,104125.19,15,0,Overdue
420,821,27,6,20201114,3349334.1,1852055.17,52107.6,60,0,Overdue
421,822,680,8,20221005,3465365.21,2792905.29,83424.39,0,0,Standard
422,823,1318,5,20210310,398448.86,372963.64,4036.66,0,0,Standard
423,824,131,9,20211209,937130.53,254552.78,14175.68,15,0,Overdue
424,827,127,6,20230927,1093210.57,677957.6,30791.9,30,0,Overdue
425,831,592,8,20240908,2432830.23,846257.44,31246.67,15,0,Overdue
426,832,1514,5,20231214,5780279.42,966394.71,170066.7,30,0,Overdue
427,834,41,4,20240828,7924722.22,1730104.05,135420.62,60,0,Overdue
428,835,702,4,20200929,7250289.85,2820133.17,82144.37,0,0,Standard
429,837,888,8,20210603,3434403.99,2717696.88,87528.38,0,0,Standard
430,838,1192,9,20211205,3027915.52,2590300.13,74008.9,0,0,Standard
431,839,1845,8,20231028,920214.78,472030.57,13145.85,0,0,Standard
432,841,1266,5,20210118,173112.37,147494.92,1899.03,0,0,Standard
433,842,1471,8,20220803,2956948.01,2738252.24,83362.32,0,0,Standard
434,845,1043,5,20210226,8780381.5,8508122.45,206337.2,0,0,Standard
435,846,924,6,20210605,5274757.01,2909021.37,109240.71,120,1,NPA
436,847,589,8,20220303,4956777.56,3940068.52,77353.65,0,0,Standard
437,848,1213,8,20220213,8083502.63,1299600.69,186595.26,0,0,Standard
438,852,1786,8,20200715,1919576.12,1876917.41,24510.67,0,0,Standard
439,855,493,5,20210607,2564735.69,2150209.62,25725.47,0,0,Standard
440,856,315,5,20230212,7889689.72,2886312.26,173714.39,0,0,Standard
441,857,624,5,20211021,7214719.11,4925154.93,151898.8,0,0,Standard
442,859,488,6,20220817,1951219.97,760092.88,31843.87,0,0,Standard
443,860,649,6,20220317,2599856.91,946911.88,35513.43,30,0,Overdue
444,862,244,8,20220421,4525872.43,4225062.09,81817.66,30,0,Overdue
445,864,1491,9,20220813,4463927.44,1501960.3,100395.11,0,0,Standard
446,868,906,5,20241109,5461581.58,4998700.27,73849.2,0,0,Standard
447,870,402,4,20221221,7110803.13,5387251.95,134907.06,0,0,Standard
448,872,797,8,20230225,6706527.64,6509928.29,191354.35,0,0,Standard
449,873,412,9,20210707,2742856.45,1871567.83,80946.57,120,1,NPA
450,874,1105,5,20210113,263431.62,250380.69,4939.48,0,0,Standard
451,875,783,4,20200610,7976852.65,4973299.86,121589.8,0,0,Standard
452,876,1616,4,20201030,2560872.74,649218.51,44292.69,30,0,Overdue
453,877,1903,8,20210518,2234544.03,2036127.77,30336.48,0,0,Standard
454,878,1984,6,20230516,4380304.28,1471875.04,63389.13,0,0,Standard
455,881,222,8,20211125,7605319.36,2602479.57,106798.82,0,0,Standard
456,884,385,5,20221004,3176262.1,2145478.61,69711.74,0,0,Standard
457,900,1475,9,20200207,2698723.26,982720.77,29322.88,120,1,NPA
458,904,989,6,20230201,2611756.69,1199630.16,48984.63,0,0,Standard
459,907,1003,9,20230527,8431598.43,3635496.15,237603.8,0,0,Standard
460,908,1821,4,20211223,494905.15,443824.75,11004.44,0,0,Standard
461,910,1763,6,20201126,1566860.06,1267394.21,33045.89,180,1,NPA
462,911,617,5,20200812,3862372.44,2675682.73,103462.46,15,0,Overdue
463,916,716,6,20240724,7605410.62,5274094.09,88627.32,0,0,Standard
464,918,1765,5,20200512,7364110.98,2291164.32,75694.65,0,0,Standard
465,922,234,5,20220911,2108562.91,566277.93,56615.52,0,0,Standard
466,923,1249,4,20200711,5992797.05,4641151.32,149450.53,0,0,Standard
467,924,1602,8,20200409,2345495.83,877402.4,65447.31,0,0,Standard
468,926,577,5,20240706,8679487.79,8137076.43,173338.73,0,0,Standard
469,928,1756,9,20210728,8844154.14,5124549.82,162287.9,0,0,Standard
470,932,1187,4,20220619,1785385.93,924700.11,27735.51,0,0,Standard
471,933,687,5,20220904,5173832.39,2155045.98,89260.46,180,1,NPA
472,935,1641,4,20210808,378027.41,130600.48,8187.17,0,0,Standard
473,936,145,4,20220313,937829.55,843689.82,23079.11,0,0,Standard
474,937,336,6,20230725,3340765.11,1466041.01,87833.82,30,0,Overdue
475,943,1645,8,20231119,8849616.8,8626607.8,227636.95,0,0,Standard
476,947,1113,4,20210311,7310815.73,3114698.46,118955.05,15,0,Overdue
477,949,1533,6,20200109,150441.35,37145.0,3283.57,180,1,NPA
478,950,463,4,20240110,2355474.2,399888.68,51593.02,180,1,NPA
479,952,1509,6,20201129,8053186.6,1433741.83,144228.34,90,1,NPA
480,953,334,8,20200124,1068709.96,222113.89,26983.08,0,0,Standard
481,955,421,9,20220520,5223485.85,2346627.47,111306.12,0,0,Standard
482,958,1322,4,20230904,3383726.82,1228239.5,72991.16,0,0,Standard
483,962,1834,4,20201006,2966102.0,309303.54,65284.34,0,0,Standard
484,963,341,8,20210102,8710684.22,3351947.63,210012.5,0,0,Standard
485,964,1639,9,20220927,7430102.73,1204267.43,220650.47,0,0,Standard
486,966,927,4,20200828,8031780.93,6253841.39,225802.2,0,0,Standard
487,972,1718,4,20220408,5274199.54,1013716.08,115295.46,0,0,Standard
488,974,986,6,20200710,5587730.47,1563121.23,125077.92,0,0,Standard
489,976,1577,5,20220129,3327411.19,2950653.73,80700.39,180,1,NPA
490,977,84,8,20211208,509407.16,252570.06,14384.93,0,0,Standard
491,979,173,8,20220611,5156014.81,3673517.87,83089.86,0,0,Standard
492,980,1072,6,20220507,3076989.74,2131693.84,33720.96,30,0,Overdue
493,981,141,6,20210629,8692129.22,8432915.66,131214.97,0,0,Standard
494,982,1943,5,20220819,5436042.76,3055260.86,110246.81,0,0,Standard
495,983,247,6,20221004,5079199.55,2041058.3,118568.21,0,0,Standard
496,985,132,4,20210715,3756738.8,3263909.91,77741.91,0,0,Standard
497,986,905,6,20221003,4686922.41,2546747.57,124856.01,0,0,Standard
498,987,100,8,20240328,8315807.53,3513763.91,162393.0,0,0,Standard
499,991,1959,8,20220513,776039.78,590728.53,11744.31,30,0,Overdue
500,993,1722,5,20230612,5826517.27,3466054.15,132934.68,0,0,Standard
501,997,635,5,20230321,1088807.65,817106.26,18172.87,0,0,Standard
502,999,1561,8,20220714,1239856.85,492203.87,20287.49,0,0,Standard
503,1000,1186,6,20230322,6992611.7,4744037.65,167022.24,120,1,NPA
504,1001,1331,6,20230713,7871783.6,1999175.5,159085.27,0,0,Standard
505,1002,600,8,20231117,7680851.55,7060565.34,134352.87,0,0,Standard
506,1008,1252,8,20201223,3716719.81,2372361.84,66630.13,0,0,Standard
507,1009,286,5,20200428,2355017.86,1818129.07,45977.35,0,0,Standard
508,1011,1131,6,20201011,4268044.27,1632081.74,43254.14,0,0,Standard
509,1015,965,6,20210501,1639403.71,386307.23,45908.1,0,0,Standard
510,1016,759,6,20211102,2132769.36,2091954.71,35511.78,0,0,Standard
511,1017,1074,6,20240627,548562.71,107111.04,13008.08,0,0,Standard
512,1018,1515,4,20240416,8284472.6,5765537.59,191363.45,0,0,Standard
513,1019,325,4,20240820,8704426.15,3040821.72,184222.61,0,0,Standard
514,1020,103,8,20200303,2209880.65,1029267.61,23383.41,0,0,Standard
515,1022,340,5,20240127,1498038.45,371389.31,37686.42,0,0,Standard
516,1025,410,5,20210513,5808324.34,2741632.59,152971.28,180,1,NPA
517,1026,1846,4,20200622,1521404.43,1241417.68,27833.16,0,0,Standard
518,1027,8,4,20200820,6734602.09,5245519.21,198235.05,90,1,NPA
519,1031,429,5,20210716,3172952.34,653053.71,32763.87,0,0,Standard
520,1033,4,9,20221030,6801648.22,829628.2,186911.4,0,0,Standard
521,1037,1753,9,20200210,3068349.33,889882.25,76334.47,0,0,Standard
522,1038,1843,6,20211031,1015460.88,575279.57,22379.95,0,0,Standard
523,1039,45,9,20230422,6054323.74,5659790.58,88821.58,180,1,NPA
524,1040,1632,9,20231101,4831635.14,1874874.63,97493.53,0,0,Standard
525,1041,7,5,20200608,3561622.62,581468.81,103814.64,0,0,Standard
526,1042,1680,4,20220216,7150529.09,750251.51,177833.46,15,0,Overdue
527,1047,1297,9,20240922,3050630.8,1388165.7,91201.33,0,0,Standard
528,1049,505,4,20200527,1358939.39,1188967.57,37007.59,0,0,Standard
529,1051,1384,9,20210502,3216445.8,1880851.44,82455.54,120,1,NPA
530,1052,442,4,20221207,1120733.23,432180.28,28742.45,0,0,Standard
531,1053,640,4,20240804,5421839.81,694589.71,73151.44,0,0,Standard
532,1054,942,4,20230701,3608990.8,3529994.6,54447.27,0,0,Standard
533,1055,1539,5,20200729,1852303.36,402537.39,23648.28,0,0,Standard
534,1057,631,8,20210203,3644640.22,887261.65,68281.65,30,0,Overdue
535,1058,1316,4,20230531,6492765.61,1788159.99,168585.14,120,1,NPA
536,1063,672,4,20240905,6746963.96,764454.15,151163.95,0,0,Standard
537,1064,1840,8,20220603,4250058.63,2157922.23,50447.32,180,1,NPA
538,1071,1828,8,20240527,3473770.26,1068602.41,103378.88,0,0,Standard
539,1073,1007,6,20240701,2810713.06,1441331.32,50874.76,0,0,Standard
540,1077,777,8,20240809,1802813.6,1802500.2,47721.16,0,0,Standard
541,1082,999,4,20201020,6811165.41,2823588.88,97016.45,0,0,Standard
542,1083,1633,9,20200422,310491.86,99490.47,8212.68,0,0,Standard
543,1085,955,4,20220217,5663144.4,5276632.25,65149.42,0,0,Standard
544,1087,302,4,20240308,109354.46,38909.83,1867.61,0,0,Standard
545,1091,729,5,20241027,1693369.93,467322.46,21540.27,0,0,Standard
546,1093,1944,8,20220312,2907703.16,2022487.42,34620.95,0,0,Standard
547,1098,552,9,20240729,7637196.43,4022584.63,142602.36,15,0,Overdue
548,1100,1122,5,20210715,8157605.52,1233576.91,225986.97,30,0,Overdue
549,1101,743,5,20240511,4324966.11,2276854.88,62422.0,0,0,Standard
550,1102,1857,5,20230613,8504338.12,1706048.37,85548.21,0,0,Standard
551,1108,410,9,20230218,1925680.87,462309.96,27070.62,0,0,Standard
552,1110,76,6,20200422,5226113.55,1864267.71,71888.15,0,0,Standard
553,1112,1218,8,20201216,6312496.45,2681458.98,101544.51,30,0,Overdue
554,1114,864,5,20200619,7487910.32,7168244.37,87087.96,15,0,Overdue
555,1117,238,8,20220722,7499758.62,2242498.18,122995.44,15,0,Overdue
556,1118,841,9,20231102,1741397.6,831043.01,32822.69,15,0,Overdue
557,1122,191,6,20240104,3855852.86,1895165.26,104755.59,0,0,Standard
558,1127,308,6,20230608,1618879.44,1543316.25,39942.51,15,0,Overdue
559,1128,1950,8,20230925,1256484.24,186445.97,34614.58,0,0,Standard
560,1129,1733,9,20200811,2788044.76,1214308.94,83218.96,0,0,Standard
561,1131,1697,5,20240821,5922383.62,5593861.73,121512.29,180,1,NPA
562,1132,125,6,20230901,1624026.4,902695.21,38844.47,0,0,Standard
563,1133,1445,4,20240405,1937238.11,783216.04,53400.32,0,0,Standard
564,1134,107,4,20241224,2860413.86,426524.96,39516.49,0,0,Standard
565,1135,1450,4,20201127,4384095.45,3928414.59,68614.67,120,1,NPA
566,1137,1601,4,20220724,6836448.8,5316293.3,78208.71,0,0,Standard
567,1138,1506,8,20240505,3679206.81,852764.99,90165.52,15,0,Overdue
568,1139,1797,8,20230731,8730959.43,3220003.7,119347.19,180,1,NPA
569,1141,999,5,20220218,7353901.66,2229130.78,181981.76,120,1,NPA
570,1142,1587,9,20240323,6231248.18,2534574.81,116158.01,60,0,Overdue
571,1143,899,8,20201204,7723905.6,7069267.45,129915.4,0,0,Standard
572,1147,1233,6,20240602,213231.21,109001.11,2621.45,0,0,Standard
573,1149,1687,4,20240716,6662968.96,3335455.26,188731.63,0,0,Standard
574,1152,805,4,20241015,4177928.32,1972517.23,90057.29,0,0,Standard
575,1153,1179,5,20241101,5785042.62,1702414.21,151134.97,30,0,Overdue
576,1155,437,8,20241120,2982571.22,1681859.29,70484.5,0,0,Standard
577,1158,1284,8,20230507,4576462.95,2233215.45,77940.39,0,0,Standard
578,1160,1206,5,20241019,7190082.24,1693002.23,95098.65,0,0,Standard
579,1161,1896,8,20200329,5032851.93,4998161.96,140773.37,0,0,Standard
580,1162,1611,8,20240927,8674004.13,8616301.92,253484.23,0,0,Standard
581,1164,993,5,20220421,2923865.17,1394197.56,56532.94,0,0,Standard
582,1166,1105,6,20221006,5882411.63,4671706.93,77908.19,0,0,Standard
583,1169,1507,4,20210502,1805073.18,1779505.13,51876.75,30,0,Overdue
584,1181,1905,9,20240211,6599592.08,1673382.78,113783.5,0,0,Standard
585,1182,1355,5,20230320,4968617.33,1254981.88,130690.4,15,0,Overdue
586,1185,171,4,20221216,558958.02,94474.16,6757.72,0,0,Standard
587,1187,691,4,20200427,1605841.25,1315063.14,48072.17,0,0,Standard
588,1188,105,4,20231118,7864819.09,6672056.12,111730.58,0,0,Standard
589,1195,1615,6,20210502,1765520.97,777864.2,28545.3,0,0,Standard
590,1196,947,8,20221013,1009255.11,476390.86,20309.45,0,0,Standard
591,1198,1885,6,20220811,2341969.04,345838.2,24563.84,60,0,Overdue
592,1199,1695,4,20221101,1379853.93,694119.83,31047.05,0,0,Standard
593,1200,1722,5,20200404,843502.46,345198.39,25062.4,0,0,Standard
594,1203,1754,4,20230911,4540146.75,4451004.21,78691.93,90,1,NPA
595,1205,1697,8,20210306,5063682.45,1566433.24,130004.78,0,0,Standard
596,1206,1673,6,20220207,4834542.53,1851015.9,132791.39,0,0,Standard
597,1207,1828,9,20220727,2101243.19,1187909.89,45110.29,0,0,Standard
598,1211,1243,8,20240429,622940.29,399775.1,14813.79,0,0,Standard
599,1213,98,8,20220126,8638813.1,6758352.22,104728.32,0,0,Standard
600,1221,1596,6,20221226,3272112.92,1052961.88,90953.16,0,0,Standard
601,1222,716,6,20200719,111368.13,55609.64,2898.6,0,0,Standard
602,1226,635,9,20220731,8286046.94,2182732.95,128997.57,0,0,Standard
603,1227,1110,6,20230626,2244580.92,1338445.9,51117.93,0,0,Standard
604,1228,395,5,20230615,8009443.28,1879658.71,193438.55,0,0,Standard
605,1229,238,4,20220919,1546397.82,1348486.13,19407.23,0,0,Standard
606,1231,621,8,20230713,6685142.85,678216.02,158578.15,0,0,Standard
607,1232,1087,6,20220504,6959955.84,3614565.38,96631.02,0,0,Standard
608,1233,1311,9,20211124,1379708.41,973281.34,30964.37,15,0,Overdue
609,1235,1830,5,20200908,6554048.32,3560003.97,141826.17,120,1,NPA
610,1236,422,6,20201102,4019056.39,1483433.18,46813.53,0,0,Standard
611,1237,1557,6,20210420,6442578.02,4226581.12,177581.19,15,0,Overdue
612,1238,1195,5,20240606,3997782.48,605005.72,59476.88,15,0,Overdue
613,1242,38,9,20220408,3202740.89,505432.38,94763.39,0,0,Standard
614,1243,866,9,20200523,6275210.69,4266120.7,69511.73,0,0,Standard
615,1246,1377,6,20230907,2946959.13,2823823.18,29650.45,60,0,Overdue
616,1249,1074,4,20221116,6552538.63,5063246.85,138117.27,0,0,Standard
617,1250,611,4,20200823,5341681.84,4824245.89,143706.51,0,0,Standard
618,1251,303,5,20231210,1133080.37,529413.35,20488.29,30,0,Overdue
619,1252,18,5,20210927,1815630.12,874599.73,42585.73,0,0,Standard
620,1253,1560,9,20210102,2832088.68,293181.68,40199.81,0,0,Standard
621,1254,1413,9,20211217,1015597.4,697217.06,24357.28,90,1,NPA
622,1256,730,5,20220314,6740387.83,793112.1,104882.62,60,0,Overdue
623,1258,1758,5,20220406,8352147.8,3904912.52,178249.59,0,0,Standard
624,1260,1704,5,20210203,4596542.74,4209412.69,129055.97,0,0,Standard
625,1261,322,9,20240516,2681971.97,1782040.97,49082.32,0,0,Standard
626,1263,1154,9,20210812,1336902.92,472427.38,31211.87,0,0,Standard
627,1265,1875,9,20210603,3695377.2,3045227.46,81326.73,0,0,Standard
628,1266,360,6,20220519,4224391.92,2293254.0,47975.48,0,0,Standard
629,1269,1695,8,20210829,5664391.11,1099066.4,70951.07,90,1,NPA
630,1270,161,8,20241015,1270946.08,1239629.15,21036.39,0,0,Standard
631,1271,1375,6,20220801,945557.73,940070.38,11221.7,60,0,Overdue
632,1272,1600,8,20200906,4342612.69,3489998.9,114308.25,0,0,Standard
633,1274,172,6,20210821,8133817.41,4978449.29,97541.07,0,0,Standard
634,1275,268,4,20240811,6440426.65,6219023.81,187764.25,15,0,Overdue
635,1278,435,9,20201014,4281227.49,3118549.51,97831.05,90,1,NPA
636,1280,800,9,20230509,3466664.16,677361.7,72707.67,0,0,Standard
637,1281,85,5,20220603,5861636.5,891868.03,94836.65,0,0,Standard
638,1283,1461,9,20240806,649906.77,429065.89,14714.59,0,0,Standard
639,1284,770,9,20240526,8706342.67,8351824.98,134462.59,0,0,Standard
640,1287,994,8,20221024,1176409.96,840210.2,14893.83,120,1,NPA
641,1291,8,9,20210902,1690515.05,1511602.22,29064.31,0,0,Standard
642,1298,860,4,20210726,5417674.39,653037.81,139036.24,0,0,Standard
643,1299,253,5,20220225,4825502.65,764309.53,105381.82,15,0,Overdue
644,1302,669,5,20230510,3365086.52,1560057.41,53189.67,0,0,Standard
645,1303,186,6,20241230,3422217.44,1515181.03,74687.93,15,0,Overdue
646,1304,1782,8,20200314,8811344.55,3067847.98,236614.14,0,0,Standard
647,1306,744,5,20200426,4391906.81,627367.84,71279.72,0,0,Standard
648,1307,322,9,20221013,1150961.0,998557.45,21213.26,0,0,Standard
649,1308,1986,4,20220923,2261004.84,302733.26,46823.56,0,0,Standard
650,1309,197,4,20211015,7856616.03,3768590.85,80252.88,15,0,Overdue
651,1312,1641,9,20210619,4767263.57,3665591.05,79166.36,0,0,Standard
652,1314,22,9,20230216,118829.2,33112.57,2958.71,0,0,Standard
653,1315,61,8,20220731,7123695.69,5402126.27,192375.32,0,0,Standard
654,1316,1962,9,20200306,4903882.6,4191596.28,142539.97,0,0,Standard
655,1317,1937,5,20211105,1109005.56,141722.76,23336.44,180,1,NPA
656,1319,1412,4,20220310,4958412.52,2322820.31,123365.21,15,0,Overdue
657,1320,467,4,20220213,8157880.73,6778678.47,84242.28,120,1,NPA
658,1322,1092,4,20200515,368724.53,229252.97,6117.51,0,0,Standard
659,1323,1653,9,20220130,2772419.35,1610357.76,31084.65,15,0,Overdue
660,1327,1914,4,20240523,1187263.77,425999.77,26304.56,90,1,NPA
661,1333,1205,4,20210801,2485786.31,2485154.97,65273.44,0,0,Standard
662,1335,1852,5,20220617,1522722.49,1255285.71,37564.86,0,0,Standard
663,1339,902,9,20210721,4346451.78,1135550.87,66974.61,15,0,Overdue
664,1342,270,8,20201023,6688353.78,4328037.8,135563.16,0,0,Standard
665,1345,1552,9,20201125,746643.9,74812.62,10035.27,0,0,Standard
666,1347,1989,4,20240903,7833327.5,5273498.76,185457.41,30,0,Overdue
667,1348,789,9,20241217,7088304.94,6864781.3,166094.09,30,0,Overdue
668,1349,199,6,20211215,6874529.89,799412.12,91951.73,0,0,Standard
669,1350,1827,4,20240713,8054524.19,6929843.61,161422.24,0,0,Standard
670,1352,525,6,20241119,2878941.85,1075072.65,34539.83,90,1,NPA
671,1356,1217,9,20220825,347282.63,63551.52,9243.56,0,0,Standard
672,1358,1435,5,20241027,2355741.06,1022723.49,63097.76,0,0,Standard
673,1361,1117,6,20231104,2709087.12,2235569.02,77160.12,0,0,Standard
674,1363,249,6,20200810,8984072.09,1214033.07,201985.59,0,0,Standard
675,1365,1529,4,20240708,2082846.42,1629920.82,52949.94,0,0,Standard
676,1368,212,8,20200404,6286733.81,4490113.29,121913.78,0,0,Standard
677,1369,1972,9,20240208,2830735.85,426708.34,58595.98,0,0,Standard
678,1371,1680,9,20241227,3131323.19,1321584.79,73750.06,0,0,Standard
679,1373,919,4,20230823,3331074.18,1323992.81,37557.25,15,0,Overdue
680,1374,1754,5,20200401,3481117.42,2208345.22,75488.56,0,0,Standard
681,1375,451,5,20220101,7383543.22,4222530.43,129869.56,0,0,Standard
682,1378,304,5,20200519,8043373.72,2805244.84,163908.09,0,0,Standard
683,1381,938,9,20210130,682354.71,553606.89,10281.54,0,0,Standard
684,1383,1017,9,20230106,2838914.65,1564575.18,58932.88,60,0,Overdue
685,1384,300,4,20200824,7477145.12,7474508.25,138506.51,30,0,Overdue
686,1385,1435,5,20220805,554675.77,342495.06,6047.88,15,0,Overdue
687,1387,1037,5,20230517,5354599.46,3777013.15,157903.58,0,0,Standard
688,1388,357,6,20231219,6249583.95,776631.57,110792.79,0,0,Standard
689,1391,696,9,20230507,8415131.44,7369331.88,119126.23,0,0,Standard
690,1392,322,4,20231025,5503578.21,3106235.24,89018.57,0,0,Standard
691,1395,661,8,20210127,1592603.82,1351478.17,40142.21,15,0,Overdue
692,1399,1518,8,20220919,730320.71,362543.61,11126.14,120,1,NPA
693,1401,121,6,20220612,6873184.43,5979436.8,199085.91,30,0,Overdue
694,1403,298,4,20201007,3096046.73,526897.05,45256.96,0,0,Standard
695,1406,1671,6,20230218,569425.6,468531.83,16850.34,60,0,Overdue
696,1407,1018,5,20231013,5161473.14,2273025.51,123470.25,0,0,Standard
697,1408,1548,6,20231206,2331431.41,436008.86,33171.2,180,1,NPA
698,1411,1118,4,20231211,3479147.17,3245889.63,93081.44,0,0,Standard
699,1413,334,8,20210628,5792246.28,681040.54,147403.1,0,0,Standard
700,1414,1286,4,20210317,8884674.68,5232266.86,119681.85,0,0,Standard
701,1415,1994,9,20210414,5138982.6,4563056.5,132599.58,0,0,Standard
702,1417,1262,5,20240517,5641461.27,3122136.86,166995.29,0,0,Standard
703,1418,1376,9,20200307,8619518.24,4469733.46,179798.18,0,0,Standard
704,1419,1362,5,20231125,579914.49,177396.14,8101.69,0,0,Standard
705,1420,1981,9,20221116,6351626.6,1368051.37,136251.36,0,0,Standard
706,1423,1551,5,20200630,3941443.11,3680642.67,98672.42,0,0,Standard
707,1424,1027,5,20231215,6075985.03,3278000.47,143924.74,0,0,Standard
708,1426,1830,5,20200327,2665886.29,1974121.56,26674.51,0,0,Standard
709,1427,1030,8,20240611,6122507.94,4437719.73,180341.69,0,0,Standard
710,1430,573,4,20241005,4866286.92,4864691.55,71872.95,0,0,Standard
711,1431,1746,4,20230318,1286177.42,1174421.96,27914.45,30,0,Overdue
712,1432,1459,9,20200524,1441568.9,548218.36,22447.76,0,0,Standard
713,1435,876,4,20241129,7267435.22,7054165.19,73493.45,0,0,Standard
714,1436,829,6,20241012,8660755.36,4721977.59,166558.45,0,0,Standard
715,1439,1277,9,20241117,1978774.79,1662274.55,54089.88,0,0,Standard
716,1443,1152,9,20230530,7087740.1,2869152.26,115225.3,0,0,Standard
717,1444,1320,4,20230318,3614635.46,928792.53,106296.52,0,0,Standard
718,1445,549,5,20200930,6540625.29,1716763.67,68761.93,0,0,Standard
719,1454,811,8,20210527,7827290.74,7406061.17,137657.91,0,0,Standard
720,1455,131,8,20240129,8888428.82,4253721.77,169389.28,0,0,Standard
721,1457,1047,8,20231224,1684182.66,588055.66,31693.42,0,0,Standard
722,1459,1516,9,20200505,2436264.14,2254795.37,29412.21,30,0,Overdue
723,1461,653,4,20220330,1288198.21,266695.21,34579.87,0,0,Standard
724,1465,1710,8,20201129,6094966.03,3424787.6,165562.27,0,0,Standard
725,1466,1128,8,20200824,4067511.78,626415.5,71434.05,120,1,NPA
726,1468,1118,5,20240426,4327092.96,899772.77,51167.57,0,0,Standard
727,1470,704,8,20241009,1623082.75,1026124.93,18563.47,0,0,Standard
728,1471,322,8,20240523,2633919.6,1876723.69,58044.1,15,0,Overdue
729,1473,1592,4,20210406,6585771.87,4093499.23,105859.28,0,0,Standard
730,1474,663,6,20220903,8017895.86,2969411.33,154498.1,0,0,Standard
731,1476,1132,9,20200725,6699265.67,5727376.29,93130.06,0,0,Standard
732,1477,1077,4,20200407,406426.73,270749.44,5421.87,0,0,Standard
733,1479,1813,8,20200102,6880327.13,6611743.46,81044.53,0,0,Standard
734,1482,1326,4,20200818,210740.69,87606.18,6100.3,0,0,Standard
735,1483,1281,6,20231004,7724891.73,6673383.28,105117.75,180,1,NPA
736,1484,977,5,20231002,5794302.49,4802107.87,153295.52,0,0,Standard
737,1486,1640,8,20231221,3210486.65,1004154.77,54886.85,15,0,Overdue
738,1487,1516,5,20230505,4618010.1,3433462.69,88561.47,0,0,Standard
739,1497,1484,9,20210506,4261376.67,4056013.61,76736.57,15,0,Overdue
